
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2013-12-10,46,34,23,18,10,0,64,39,25,30.22,29.97,29.83,10,10,2,47,9,71,0.00,0,Rain-Snow,112<br />
2013-12-11,30,22,15,19,16,12,93,75,59,30.31,30.26,30.22,10,10,10,7,2,,0.00,1,,88<br />
2013-12-12,48,34,19,21,16,12,93,57,29,30.25,30.12,29.92,10,10,10,6,2,,0.00,0,,271<br />
2013-12-13,50,38,26,21,17,12,64,48,24,30.14,29.92,29.82,10,10,10,12,3,,0.00,1,,155<br />
2013-12-14,46,34,23,21,16,10,80,50,23,30.25,30.17,30.12,10,10,10,16,4,22,0.00,1,,180<br />
2013-12-15,53,42,30,21,16,12,64,31,21,30.15,30.10,30.03,10,10,10,43,11,54,0.00,0,,261<br />
2013-12-16,62,52,42,18,14,9,32,23,13,30.23,30.13,30.06,10,10,10,22,8,31,0.00,0,,115<br />
2013-12-17,60,46,32,21,16,12,60,30,16,30.30,30.20,30.05,10,10,10,22,5,31,0.00,0,,231<br />
2013-12-18,69,58,46,21,14,10,28,20,12,30.04,29.85,29.72,10,10,10,15,4,21,0.00,0,,253<br />
2013-12-19,50,34,19,27,21,16,100,61,26,29.86,29.69,29.55,10,9,2,18,6,21,0.00,3,Snow,21<br />
2013-12-20,26,22,17,23,19,18,100,92,80,29.85,29.72,29.62,10,6,2,7,3,,0.00,5,Snow,104<br />
2013-12-21,32,24,17,28,22,16,100,88,60,29.86,29.65,29.53,10,6,0,10,2,12,0.00,6,Fog-Snow,356<br />
2013-12-22,39,28,17,23,18,10,100,73,33,30.20,29.98,29.87,10,9,2,22,4,33,0.03,4,Snow,331<br />
2013-12-23,46,30,19,27,22,19,100,79,39,30.24,30.17,30.05,10,9,3,10,2,22,0.01,3,Snow,67<br />
2013-12-24,50,41,32,30,17,5,56,38,23,30.26,30.08,29.91,10,10,10,41,11,53,0.01,1,,259<br />
2013-12-25,44,32,21,19,10,1,74,43,17,30.35,30.27,30.16,10,10,10,18,3,24,0.00,0,,222<br />
2013-12-26,55,44,32,18,10,3,55,28,17,30.29,30.22,30.14,10,10,10,24,5,36,0.00,1,,217<br />
2013-12-27,59,44,30,23,19,14,60,42,23,30.26,30.18,30.03,10,10,10,6,2,,0.00,0,,288<br />
2013-12-28,53,38,23,27,22,19,100,57,30,30.21,29.99,29.86,10,9,2,14,4,23,0.00,3,Snow,30<br />
2013-12-29,41,26,12,21,15,7,100,65,24,30.22,30.08,29.85,10,9,2,17,4,24,0.04,2,Snow,142<br />
2013-12-30,50,41,32,18,12,9,55,33,20,30.17,30.09,29.93,10,10,10,24,8,31,0.00,0,,246<br />
2013-12-31,55,44,32,21,19,14,55,35,25,30.06,29.96,29.90,10,10,10,14,4,22,0.00,1,,113<br />
